step,method,q,seed,ablation,alpha_mean,beta_mean
1056768,TEL-PPO,25.0,1024,baseline,7911.0068359375,12668.77734375
1060864,TEL-PPO,25.0,1024,baseline,7934.587890625,12643.958984375
1064960,TEL-PPO,25.0,1024,baseline,7946.2294921875,12679.6005859375
1069056,TEL-PPO,25.0,1024,baseline,7966.82080078125,12656.62890625
1073152,TEL-PPO,25.0,1024,baseline,7992.37646484375,12622.98046875
1077248,TEL-PPO,25.0,1024,baseline,8030.17041015625,12617.2060546875
1081344,TEL-PPO,25.0,1024,baseline,8053.53271484375,12606.283203125
1085440,TEL-PPO,25.0,1024,baseline,8066.77392578125,12603.392578125
1089536,TEL-PPO,25.0,1024,baseline,8074.01123046875,12586.50390625
1093632,TEL-PPO,25.0,1024,baseline,8089.791015625,12547.232421875
1097728,TEL-PPO,25.0,1024,baseline,8079.09619140625,12551.791015625
1101824,TEL-PPO,25.0,1024,baseline,8091.4873046875,12540.1162109375
1105920,TEL-PPO,25.0,1024,baseline,8119.20068359375,12505.6142578125
1110016,TEL-PPO,25.0,1024,baseline,8143.3232421875,12477.9638671875
1114112,TEL-PPO,25.0,1024,baseline,8150.23876953125,12467.2197265625
1118208,TEL-PPO,25.0,1024,baseline,8132.7021484375,12473.94921875
1122304,TEL-PPO,25.0,1024,baseline,8103.86572265625,12506.171875
1126400,TEL-PPO,25.0,1024,baseline,8111.853515625,12494.0107421875
1130496,TEL-PPO,25.0,1024,baseline,8133.92529296875,12521.9814453125
1134592,TEL-PPO,25.0,1024,baseline,8115.236328125,12522.20703125
1138688,TEL-PPO,25.0,1024,baseline,8125.53955078125,12479.416015625
1142784,TEL-PPO,25.0,1024,baseline,8120.63818359375,12461.109375
1146880,TEL-PPO,25.0,1024,baseline,8135.0166015625,12452.7587890625
1150976,TEL-PPO,25.0,1024,baseline,8137.197265625,12443.7802734375
1155072,TEL-PPO,25.0,1024,baseline,8111.32861328125,12454.0439453125
1159168,TEL-PPO,25.0,1024,baseline,8085.80078125,12493.072265625
1163264,TEL-PPO,25.0,1024,baseline,8104.59423828125,12488.4521484375
1167360,TEL-PPO,25.0,1024,baseline,8132.6025390625,12500.1025390625
1171456,TEL-PPO,25.0,1024,baseline,8163.92041015625,12470.32421875
1175552,TEL-PPO,25.0,1024,baseline,8191.46484375,12446.8837890625
1179648,TEL-PPO,25.0,1024,baseline,8188.33349609375,12484.5546875
1183744,TEL-PPO,25.0,1024,baseline,8194.4775390625,12508.7900390625
1187840,TEL-PPO,25.0,1024,baseline,8198.4970703125,12539.6064453125
1191936,TEL-PPO,25.0,1024,baseline,8207.8076171875,12549.4267578125
1196032,TEL-PPO,25.0,1024,baseline,8188.10400390625,12570.0390625
1200128,TEL-PPO,25.0,1024,baseline,8175.90869140625,12582.4580078125
1204224,TEL-PPO,25.0,1024,baseline,8149.6162109375,12617.5703125
1208320,TEL-PPO,25.0,1024,baseline,8155.99365234375,12632.0439453125
1212416,TEL-PPO,25.0,1024,baseline,8170.67138671875,12639.6669921875
1216512,TEL-PPO,25.0,1024,baseline,8197.0556640625,12613.2177734375
1220608,TEL-PPO,25.0,1024,baseline,8189.8115234375,12638.939453125
1224704,TEL-PPO,25.0,1024,baseline,8201.55859375,12633.712890625
1228800,TEL-PPO,25.0,1024,baseline,8178.1201171875,12679.142578125
1232896,TEL-PPO,25.0,1024,baseline,8163.232421875,12705.7548828125
1236992,TEL-PPO,25.0,1024,baseline,8189.2333984375,12692.3603515625
1241088,TEL-PPO,25.0,1024,baseline,8199.623046875,12722.7529296875
1245184,TEL-PPO,25.0,1024,baseline,8186.38525390625,12759.5458984375
1249280,TEL-PPO,25.0,1024,baseline,8207.53515625,12799.888671875
1253376,TEL-PPO,25.0,1024,baseline,8243.068359375,12847.1259765625
1257472,TEL-PPO,25.0,1024,baseline,8237.3681640625,12890.08203125
1261568,TEL-PPO,25.0,1024,baseline,8272.8486328125,12888.7587890625
1265664,TEL-PPO,25.0,1024,baseline,8269.6982421875,12931.7734375
1269760,TEL-PPO,25.0,1024,baseline,8282.8525390625,12994.4072265625
1273856,TEL-PPO,25.0,1024,baseline,8299.5791015625,13022.34375
1277952,TEL-PPO,25.0,1024,baseline,8324.3251953125,13035.3837890625
1282048,TEL-PPO,25.0,1024,baseline,8340.4833984375,13038.375
1286144,TEL-PPO,25.0,1024,baseline,8357.7861328125,13111.1650390625
1290240,TEL-PPO,25.0,1024,baseline,8338.9541015625,13161.9638671875
1294336,TEL-PPO,25.0,1024,baseline,8326.9052734375,13210.658203125
1298432,TEL-PPO,25.0,1024,baseline,8343.35546875,13282.177734375
1302528,TEL-PPO,25.0,1024,baseline,8366.779296875,13337.8515625
1306624,TEL-PPO,25.0,1024,baseline,8382.8642578125,13384.5654296875
1310720,TEL-PPO,25.0,1024,baseline,8426.0703125,13483.298828125
1314816,TEL-PPO,25.0,1024,baseline,8411.046875,13533.5849609375
1318912,TEL-PPO,25.0,1024,baseline,8425.03125,13613.3017578125
1323008,TEL-PPO,25.0,1024,baseline,8434.7392578125,13679.6640625
1327104,TEL-PPO,25.0,1024,baseline,8492.3017578125,13755.8173828125
1331200,TEL-PPO,25.0,1024,baseline,8535.0283203125,13793.6220703125
1335296,TEL-PPO,25.0,1024,baseline,8522.3173828125,13831.5791015625
1339392,TEL-PPO,25.0,1024,baseline,8559.873046875,13848.130859375
1343488,TEL-PPO,25.0,1024,baseline,8593.1123046875,13849.8271484375
1347584,TEL-PPO,25.0,1024,baseline,8612.47265625,13835.9033203125
1351680,TEL-PPO,25.0,1024,baseline,8615.65234375,13858.87890625
1355776,TEL-PPO,25.0,1024,baseline,8603.43359375,13891.6337890625
1359872,TEL-PPO,25.0,1024,baseline,8601.18359375,13891.2099609375
1363968,TEL-PPO,25.0,1024,baseline,8589.1962890625,13903.3017578125
1368064,TEL-PPO,25.0,1024,baseline,8570.1826171875,13929.166015625
1372160,TEL-PPO,25.0,1024,baseline,8595.5673828125,13913.6748046875
1376256,TEL-PPO,25.0,1024,baseline,8610.1728515625,13916.7548828125
1380352,TEL-PPO,25.0,1024,baseline,8624.5126953125,13929.7802734375
1384448,TEL-PPO,25.0,1024,baseline,8648.927734375,13939.9404296875
1388544,TEL-PPO,25.0,1024,baseline,8658.7421875,13964.58984375
1392640,TEL-PPO,25.0,1024,baseline,8660.95703125,14008.04296875
1396736,TEL-PPO,25.0,1024,baseline,8669.8154296875,14014.8720703125
1400832,TEL-PPO,25.0,1024,baseline,8704.4716796875,14047.4638671875
1404928,TEL-PPO,25.0,1024,baseline,8708.2841796875,14104.419921875
1409024,TEL-PPO,25.0,1024,baseline,8733.458984375,14098.3291015625
1413120,TEL-PPO,25.0,1024,baseline,8723.78125,14131.939453125
1417216,TEL-PPO,25.0,1024,baseline,8743.50390625,14116.373046875
1421312,TEL-PPO,25.0,1024,baseline,8736.4638671875,14162.2666015625
1425408,TEL-PPO,25.0,1024,baseline,8748.63671875,14182.578125
1429504,TEL-PPO,25.0,1024,baseline,8761.701171875,14203.990234375
1433600,TEL-PPO,25.0,1024,baseline,8785.05859375,14206.1162109375
1437696,TEL-PPO,25.0,1024,baseline,8778.2744140625,14245.2744140625
1441792,TEL-PPO,25.0,1024,baseline,8785.56640625,14253.27734375
1445888,TEL-PPO,25.0,1024,baseline,8801.7001953125,14241.2822265625
1449984,TEL-PPO,25.0,1024,baseline,8831.80859375,14202.822265625
1454080,TEL-PPO,25.0,1024,baseline,8842.552734375,14189.396484375
1458176,TEL-PPO,25.0,1024,baseline,8851.119140625,14183.2890625
1462272,TEL-PPO,25.0,1024,baseline,8877.8525390625,14169.759765625
1466368,TEL-PPO,25.0,1024,baseline,8882.314453125,14177.072265625
1470464,TEL-PPO,25.0,1024,baseline,8894.5107421875,14179.2587890625
1474560,TEL-PPO,25.0,1024,baseline,8923.2197265625,14148.4208984375
1478656,TEL-PPO,25.0,1024,baseline,8949.5830078125,14132.2802734375
1482752,TEL-PPO,25.0,1024,baseline,8973.3447265625,14107.9736328125
1486848,TEL-PPO,25.0,1024,baseline,8988.0244140625,14094.9345703125
1490944,TEL-PPO,25.0,1024,baseline,8992.646484375,14111.216796875
1495040,TEL-PPO,25.0,1024,baseline,9023.3271484375,14120.8583984375
1499136,TEL-PPO,25.0,1024,baseline,9020.767578125,14165.5322265625
1503232,TEL-PPO,25.0,1024,baseline,9041.767578125,14163.62109375
1507328,TEL-PPO,25.0,1024,baseline,9033.7333984375,14186.2294921875
1511424,TEL-PPO,25.0,1024,baseline,9044.8642578125,14178.6318359375
1515520,TEL-PPO,25.0,1024,baseline,9052.5654296875,14184.9375
1519616,TEL-PPO,25.0,1024,baseline,9046.6904296875,14210.6025390625
1523712,TEL-PPO,25.0,1024,baseline,9017.1064453125,14251.6552734375
1527808,TEL-PPO,25.0,1024,baseline,9001.4384765625,14298.388671875
1531904,TEL-PPO,25.0,1024,baseline,8996.2333984375,14344.4130859375
1536000,TEL-PPO,25.0,1024,baseline,9020.2861328125,14389.8916015625
1540096,TEL-PPO,25.0,1024,baseline,9053.0859375,14407.2119140625
1544192,TEL-PPO,25.0,1024,baseline,9087.6650390625,14373.6416015625
1548288,TEL-PPO,25.0,1024,baseline,9079.87890625,14405.9296875
1552384,TEL-PPO,25.0,1024,baseline,9085.2470703125,14392.341796875
1556480,TEL-PPO,25.0,1024,baseline,9116.2294921875,14359.4111328125
1560576,TEL-PPO,25.0,1024,baseline,9119.595703125,14404.708984375
1564672,TEL-PPO,25.0,1024,baseline,9102.2333984375,14451.2578125
1568768,TEL-PPO,25.0,1024,baseline,9129.8115234375,14442.4951171875
1572864,TEL-PPO,25.0,1024,baseline,9140.185546875,14478.748046875
1576960,TEL-PPO,25.0,1024,baseline,9150.1103515625,14491.00390625
1581056,TEL-PPO,25.0,1024,baseline,9164.7861328125,14509.775390625
1585152,TEL-PPO,25.0,1024,baseline,9201.052734375,14489.017578125
1589248,TEL-PPO,25.0,1024,baseline,9195.4228515625,14511.4443359375
1593344,TEL-PPO,25.0,1024,baseline,9197.8974609375,14529.3818359375
1597440,TEL-PPO,25.0,1024,baseline,9188.1787109375,14565.046875
1601536,TEL-PPO,25.0,1024,baseline,9192.1337890625,14592.2021484375
1605632,TEL-PPO,25.0,1024,baseline,9220.9140625,14574.2373046875
1609728,TEL-PPO,25.0,1024,baseline,9248.4384765625,14569.87109375
1613824,TEL-PPO,25.0,1024,baseline,9249.265625,14623.3525390625
1617920,TEL-PPO,25.0,1024,baseline,9268.998046875,14651.357421875
1622016,TEL-PPO,25.0,1024,baseline,9307.765625,14671.8232421875
1626112,TEL-PPO,25.0,1024,baseline,9357.7578125,14745.248046875
1630208,TEL-PPO,25.0,1024,baseline,9397.50390625,14769.076171875
1634304,TEL-PPO,25.0,1024,baseline,9421.728515625,14807.8251953125
1638400,TEL-PPO,25.0,1024,baseline,9423.9736328125,14832.310546875
1642496,TEL-PPO,25.0,1024,baseline,9419.02734375,14863.404296875
1646592,TEL-PPO,25.0,1024,baseline,9414.1728515625,14911.638671875
1650688,TEL-PPO,25.0,1024,baseline,9388.4189453125,14955.1689453125
1654784,TEL-PPO,25.0,1024,baseline,9394.10546875,14996.33984375
1658880,TEL-PPO,25.0,1024,baseline,9418.4580078125,14989.8876953125
1662976,TEL-PPO,25.0,1024,baseline,9431.8330078125,14978.669921875
1667072,TEL-PPO,25.0,1024,baseline,9460.4775390625,15048.16015625
1671168,TEL-PPO,25.0,1024,baseline,9501.5380859375,15040.6494140625
1675264,TEL-PPO,25.0,1024,baseline,9525.26953125,15026.4443359375
1679360,TEL-PPO,25.0,1024,baseline,9502.8447265625,15063.7978515625
1683456,TEL-PPO,25.0,1024,baseline,9510.765625,15068.88671875
1687552,TEL-PPO,25.0,1024,baseline,9532.8515625,15047.287109375
1691648,TEL-PPO,25.0,1024,baseline,9531.6376953125,15057.30078125
1695744,TEL-PPO,25.0,1024,baseline,9558.27734375,15021.208984375
1699840,TEL-PPO,25.0,1024,baseline,9575.859375,14990.0107421875
1703936,TEL-PPO,25.0,1024,baseline,9588.0048828125,14975.03125
1708032,TEL-PPO,25.0,1024,baseline,9563.5869140625,15005.216796875
1712128,TEL-PPO,25.0,1024,baseline,9543.728515625,15031.9677734375
1716224,TEL-PPO,25.0,1024,baseline,9565.5166015625,15023.876953125
1720320,TEL-PPO,25.0,1024,baseline,9554.890625,15055.6376953125
1724416,TEL-PPO,25.0,1024,baseline,9591.6767578125,15033.37890625
1728512,TEL-PPO,25.0,1024,baseline,9594.216796875,15053.048828125
1732608,TEL-PPO,25.0,1024,baseline,9609.705078125,15083.3642578125
1736704,TEL-PPO,25.0,1024,baseline,9642.1533203125,15086.4580078125
1740800,TEL-PPO,25.0,1024,baseline,9684.2998046875,15107.0390625
1744896,TEL-PPO,25.0,1024,baseline,9725.0107421875,15128.3349609375
1748992,TEL-PPO,25.0,1024,baseline,9773.259765625,15130.427734375
1753088,TEL-PPO,25.0,1024,baseline,9812.2138671875,15137.837890625
1757184,TEL-PPO,25.0,1024,baseline,9791.2275390625,15188.1806640625
1761280,TEL-PPO,25.0,1024,baseline,9825.0576171875,15179.185546875
1765376,TEL-PPO,25.0,1024,baseline,9846.0654296875,15181.2509765625
1769472,TEL-PPO,25.0,1024,baseline,9852.923828125,15157.7861328125
1773568,TEL-PPO,25.0,1024,baseline,9888.21875,15140.533203125
1777664,TEL-PPO,25.0,1024,baseline,9911.1552734375,15190.2373046875
1781760,TEL-PPO,25.0,1024,baseline,9895.2216796875,15232.1455078125
1785856,TEL-PPO,25.0,1024,baseline,9913.857421875,15206.6181640625
1789952,TEL-PPO,25.0,1024,baseline,9915.302734375,15193.671875
1794048,TEL-PPO,25.0,1024,baseline,9944.552734375,15153.03515625
1798144,TEL-PPO,25.0,1024,baseline,9938.9404296875,15165.0498046875
1802240,TEL-PPO,25.0,1024,baseline,9944.328125,15197.212890625
1806336,TEL-PPO,25.0,1024,baseline,9944.53125,15283.544921875
1810432,TEL-PPO,25.0,1024,baseline,9986.67578125,15328.0458984375
1814528,TEL-PPO,25.0,1024,baseline,10048.83984375,15431.7587890625
1818624,TEL-PPO,25.0,1024,baseline,10090.8271484375,15515.787109375
1822720,TEL-PPO,25.0,1024,baseline,10078.0078125,15586.40625
1826816,TEL-PPO,25.0,1024,baseline,10062.7158203125,15620.947265625
1830912,TEL-PPO,25.0,1024,baseline,10079.5302734375,15671.470703125
1835008,TEL-PPO,25.0,1024,baseline,10056.466796875,15721.365234375
1839104,TEL-PPO,25.0,1024,baseline,10073.6337890625,15756.4658203125
1843200,TEL-PPO,25.0,1024,baseline,10087.4365234375,15781.7880859375
1847296,TEL-PPO,25.0,1024,baseline,10100.3212890625,15804.0986328125
1851392,TEL-PPO,25.0,1024,baseline,10133.66796875,15825.6806640625
1855488,TEL-PPO,25.0,1024,baseline,10166.1943359375,15839.3681640625
1859584,TEL-PPO,25.0,1024,baseline,10194.9853515625,15833.599609375
1863680,TEL-PPO,25.0,1024,baseline,10196.75390625,15866.5400390625
1867776,TEL-PPO,25.0,1024,baseline,10209.6376953125,15898.169921875
1871872,TEL-PPO,25.0,1024,baseline,10232.818359375,15874.53515625
1875968,TEL-PPO,25.0,1024,baseline,10226.662109375,15900.16796875
1880064,TEL-PPO,25.0,1024,baseline,10232.0830078125,15924.97265625
1884160,TEL-PPO,25.0,1024,baseline,10247.201171875,15956.59375
1888256,TEL-PPO,25.0,1024,baseline,10265.0517578125,15947.4609375
1892352,TEL-PPO,25.0,1024,baseline,10259.103515625,15981.16796875
1896448,TEL-PPO,25.0,1024,baseline,10269.52734375,15978.4140625
1900544,TEL-PPO,25.0,1024,baseline,10308.4541015625,15941.62890625
1904640,TEL-PPO,25.0,1024,baseline,10314.40625,15957.525390625
1908736,TEL-PPO,25.0,1024,baseline,10339.951171875,15932.41796875
1912832,TEL-PPO,25.0,1024,baseline,10319.4599609375,15964.9501953125
1916928,TEL-PPO,25.0,1024,baseline,10301.912109375,15989.78515625
1921024,TEL-PPO,25.0,1024,baseline,10312.912109375,15995.767578125
1925120,TEL-PPO,25.0,1024,baseline,10302.6962890625,16016.6494140625
1929216,TEL-PPO,25.0,1024,baseline,10294.50390625,16029.478515625
1933312,TEL-PPO,25.0,1024,baseline,10276.9072265625,16064.8935546875
1937408,TEL-PPO,25.0,1024,baseline,10304.03515625,16048.9443359375
1941504,TEL-PPO,25.0,1024,baseline,10296.1416015625,16082.3310546875
1945600,TEL-PPO,25.0,1024,baseline,10262.3271484375,16129.0869140625
1949696,TEL-PPO,25.0,1024,baseline,10236.7197265625,16168.90625
1953792,TEL-PPO,25.0,1024,baseline,10267.9384765625,16158.21875
1957888,TEL-PPO,25.0,1024,baseline,10244.0888671875,16202.3095703125
1961984,TEL-PPO,25.0,1024,baseline,10247.7685546875,16226.701171875
1966080,TEL-PPO,25.0,1024,baseline,10298.8203125,16330.6767578125
1970176,TEL-PPO,25.0,1024,baseline,10341.1142578125,16412.130859375
1974272,TEL-PPO,25.0,1024,baseline,10392.7939453125,16443.185546875
1978368,TEL-PPO,25.0,1024,baseline,10431.2890625,16479.650390625
1982464,TEL-PPO,25.0,1024,baseline,10464.962890625,16541.890625
1986560,TEL-PPO,25.0,1024,baseline,10465.10546875,16594.767578125
1990656,TEL-PPO,25.0,1024,baseline,10499.3125,16578.53125
1994752,TEL-PPO,25.0,1024,baseline,10517.873046875,16568.25
1998848,TEL-PPO,25.0,1024,baseline,10519.208984375,16596.728515625
2002944,TEL-PPO,25.0,1024,baseline,10509.0556640625,16635.3671875
2007040,TEL-PPO,25.0,1024,baseline,10477.873046875,16686.951171875
2011136,TEL-PPO,25.0,1024,baseline,10452.7216796875,16732.037109375
2015232,TEL-PPO,25.0,1024,baseline,10454.474609375,16767.931640625
2019328,TEL-PPO,25.0,1024,baseline,10502.7421875,16789.6875
2023424,TEL-PPO,25.0,1024,baseline,10543.595703125,16849.072265625
2027520,TEL-PPO,25.0,1024,baseline,10533.7431640625,16849.955078125
2031616,TEL-PPO,25.0,1024,baseline,10502.673828125,16890.8203125
2035712,TEL-PPO,25.0,1024,baseline,10518.8359375,16886.341796875
2039808,TEL-PPO,25.0,1024,baseline,10525.6943359375,16904.7109375
2043904,TEL-PPO,25.0,1024,baseline,10549.2919921875,16883.728515625
2048000,TEL-PPO,25.0,1024,baseline,10568.6416015625,16904.697265625
2052096,TEL-PPO,25.0,1024,baseline,10623.4609375,16959.134765625
2056192,TEL-PPO,25.0,1024,baseline,10649.064453125,16977.373046875
2060288,TEL-PPO,25.0,1024,baseline,10665.0390625,16952.45703125
2064384,TEL-PPO,25.0,1024,baseline,10697.353515625,16910.40234375
2068480,TEL-PPO,25.0,1024,baseline,10696.6875,16922.578125
2072576,TEL-PPO,25.0,1024,baseline,10731.8896484375,16898.123046875
2076672,TEL-PPO,25.0,1024,baseline,10730.7509765625,16922.263671875
2080768,TEL-PPO,25.0,1024,baseline,10733.1455078125,16939.12109375
2084864,TEL-PPO,25.0,1024,baseline,10743.62890625,16959.078125
2088960,TEL-PPO,25.0,1024,baseline,10748.4873046875,16955.3984375
2093056,TEL-PPO,25.0,1024,baseline,10775.5986328125,16930.216796875
2097152,TEL-PPO,25.0,1024,baseline,10798.7919921875,16919.123046875
2101248,TEL-PPO,25.0,1024,baseline,10802.740234375,16884.83984375
2105344,TEL-PPO,25.0,1024,baseline,10821.0986328125,16833.0078125
2109440,TEL-PPO,25.0,1024,baseline,10840.2265625,16805.05859375
2113536,TEL-PPO,25.0,1024,baseline,10844.5576171875,16789.677734375
2117632,TEL-PPO,25.0,1024,baseline,10847.1455078125,16799.24609375
2121728,TEL-PPO,25.0,1024,baseline,10834.1630859375,16840.6640625
2125824,TEL-PPO,25.0,1024,baseline,10831.2060546875,16876.73046875
2129920,TEL-PPO,25.0,1024,baseline,10828.55859375,16859.6640625
2134016,TEL-PPO,25.0,1024,baseline,10834.8359375,16855.923828125
2138112,TEL-PPO,25.0,1024,baseline,10817.0517578125,16880.9140625
2142208,TEL-PPO,25.0,1024,baseline,10844.13671875,16924.82421875
2146304,TEL-PPO,25.0,1024,baseline,10876.0634765625,16988.669921875
2150400,TEL-PPO,25.0,1024,baseline,10914.5205078125,16970.796875
2154496,TEL-PPO,25.0,1024,baseline,10945.8798828125,16956.47265625
2158592,TEL-PPO,25.0,1024,baseline,10971.2236328125,16996.521484375
2162688,TEL-PPO,25.0,1024,baseline,10998.8369140625,16993.287109375
2166784,TEL-PPO,25.0,1024,baseline,11025.439453125,16995.904296875
2170880,TEL-PPO,25.0,1024,baseline,11034.796875,17002.4296875
2174976,TEL-PPO,25.0,1024,baseline,11062.564453125,16971.916015625
2179072,TEL-PPO,25.0,1024,baseline,11083.5185546875,16952.146484375
2183168,TEL-PPO,25.0,1024,baseline,11095.2041015625,16934.001953125
2187264,TEL-PPO,25.0,1024,baseline,11125.5,16886.4453125
2191360,TEL-PPO,25.0,1024,baseline,11146.263671875,16856.466796875
2195456,TEL-PPO,25.0,1024,baseline,11118.1533203125,16895.1640625
2199552,TEL-PPO,25.0,1024,baseline,11102.537109375,16915.7734375
2203648,TEL-PPO,25.0,1024,baseline,11124.1171875,16883.763671875
2207744,TEL-PPO,25.0,1024,baseline,11161.849609375,16833.923828125
2211840,TEL-PPO,25.0,1024,baseline,11174.921875,16812.671875
2215936,TEL-PPO,25.0,1024,baseline,11169.615234375,16811.400390625
2220032,TEL-PPO,25.0,1024,baseline,11157.037109375,16822.501953125
2224128,TEL-PPO,25.0,1024,baseline,11135.7197265625,16840.359375
2228224,TEL-PPO,25.0,1024,baseline,11115.9306640625,16871.6953125
2232320,TEL-PPO,25.0,1024,baseline,11094.158203125,16898.642578125
2236416,TEL-PPO,25.0,1024,baseline,11141.423828125,16907.046875
2240512,TEL-PPO,25.0,1024,baseline,11191.4921875,16876.3046875
2244608,TEL-PPO,25.0,1024,baseline,11225.9658203125,16873.998046875
2248704,TEL-PPO,25.0,1024,baseline,11248.7802734375,16926.70703125
2252800,TEL-PPO,25.0,1024,baseline,11244.0322265625,16960.365234375
2256896,TEL-PPO,25.0,1024,baseline,11288.900390625,16931.29296875
2260992,TEL-PPO,25.0,1024,baseline,11315.203125,16905.138671875
2265088,TEL-PPO,25.0,1024,baseline,11302.517578125,16952.359375
2269184,TEL-PPO,25.0,1024,baseline,11337.6865234375,16931.474609375
2273280,TEL-PPO,25.0,1024,baseline,11348.65625,16939.44921875
2277376,TEL-PPO,25.0,1024,baseline,11360.5234375,16955.873046875
2281472,TEL-PPO,25.0,1024,baseline,11344.1279296875,17016.138671875
2285568,TEL-PPO,25.0,1024,baseline,11335.7822265625,17046.765625
2289664,TEL-PPO,25.0,1024,baseline,11350.6494140625,17108.69140625
2293760,TEL-PPO,25.0,1024,baseline,11376.7265625,17165.166015625
2297856,TEL-PPO,25.0,1024,baseline,11361.3544921875,17216.103515625
2301952,TEL-PPO,25.0,1024,baseline,11360.8291015625,17268.150390625
2306048,TEL-PPO,25.0,1024,baseline,11391.8916015625,17324.2578125
2310144,TEL-PPO,25.0,1024,baseline,11387.62109375,17409.44921875
2314240,TEL-PPO,25.0,1024,baseline,11424.3896484375,17457.0546875
2318336,TEL-PPO,25.0,1024,baseline,11458.2529296875,17443.431640625
2322432,TEL-PPO,25.0,1024,baseline,11514.2021484375,17439.013671875
2326528,TEL-PPO,25.0,1024,baseline,11554.9755859375,17424.599609375
2330624,TEL-PPO,25.0,1024,baseline,11569.7763671875,17464.56640625
2334720,TEL-PPO,25.0,1024,baseline,11556.599609375,17511.05078125
2338816,TEL-PPO,25.0,1024,baseline,11598.6669921875,17506.013671875
2342912,TEL-PPO,25.0,1024,baseline,11620.7724609375,17507.955078125
2347008,TEL-PPO,25.0,1024,baseline,11648.0634765625,17485.22265625
2351104,TEL-PPO,25.0,1024,baseline,11659.3779296875,17509.94140625
2355200,TEL-PPO,25.0,1024,baseline,11665.7568359375,17606.755859375
2359296,TEL-PPO,25.0,1024,baseline,11686.2216796875,17687.908203125
2363392,TEL-PPO,25.0,1024,baseline,11746.72265625,17810.662109375
2367488,TEL-PPO,25.0,1024,baseline,11769.755859375,17861.046875
